journal_id,journal_name,field
5479,Ethnography and Education,Social Sciences
5497,eTransportation,Engineering
5506,EUPHORION-ZEITSCHRIFT FUR LITERATURGESCHICHTE,Arts and Humanities
5494,Etikonomi,"Business, Management and Accounting"
5503,Etudes Ricoeuriennes-Ricoeur Studies,Arts and Humanities
5491,Etic net-Revista Cientifica Electronica de Educacion y Comunicacion en la Sociedad del Conocimiento,Computer Science
5493,Etikk i Praksis,Health Professions
5496,Etnoloska Tribina,"Economics, Econometrics and Finance"
5481,Ethnologia Scandinavica,Social Sciences
5486,Ethnorema,Social Sciences
5492,Etica & Politica,Social Sciences
5548,EUROPEAN HEART JOURNAL,Medicine
5529,EUROPACE,Medicine
5551,European Heart Journal-Cardiovascular Imaging,Medicine
5528,EuroIntervention,Medicine
5553,European Heart Journal-Case Reports,Medicine
5530,EUROPE-ASIA STUDIES,Social Sciences
5539,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Psychology
5520,EURASIAN SOIL SCIENCE,Agricultural and Biological Sciences
5512,Eurasian Journal of Educational Research,Arts and Humanities
5545,European Education,Social Sciences
5542,European Company Law,"Business, Management and Accounting"
5554,European Heart Journal-Quality of Care and Clinical Outcomes,Medicine
5515,Eurasian Journal of Medicine,Medicine
5552,European Heart Journal-Cardiovascular Pharmacotherapy,Medicine
5525,EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,Social Sciences
5516,Eurasian Journal of Medicine and Oncology,"Biochemistry, Genetics and Molecular Biology"
5541,European Company and Financial Law Review,"Business, Management and Accounting"
5513,Eurasian Journal of Emergency Medicine,Medicine
5543,European Countryside,Agricultural and Biological Sciences
5517,Eurasian Journal of Pulmonology,Medicine
5531,European Actuarial Journal,Social Sciences
5514,Eurasian Journal of Mathematical and Computer Applications,Mathematics
5519,Eurasian Mining,Engineering
5527,EuroBiotech Journal,"Biochemistry, Genetics and Molecular Biology"
5540,European Comic Art,Arts and Humanities
5537,European Burn Journal,Medicine
5518,Eurasian Mathematical Journal,Mathematics
5511,Eurasian Journal of Applied Linguistics,Arts and Humanities
5526,Eureka-Revista Cientifica de Psicologia,Social Sciences
5570,EUROPEAN JOURNAL OF CANCER,"Biochemistry, Genetics and Molecular Biology"
5595,EUROPEAN JOURNAL OF ENDOCRINOLOGY,Medicine
5562,EUROPEAN JOURNAL OF ANAESTHESIOLOGY,Medicine
5576,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,Medicine
5580,EUROPEAN JOURNAL OF COMBINATORICS,Computer Science
5555,EUROPEAN HISTORY QUARTERLY,Social Sciences
5560,EUROPEAN JOURNAL OF AGRONOMY,Agricultural and Biological Sciences
5597,EUROPEAN JOURNAL OF ENTOMOLOGY,Agricultural and Biological Sciences
5575,EUROPEAN JOURNAL OF CELL BIOLOGY,"Biochemistry, Genetics and Molecular Biology"
5568,European Journal of Archaeology,Earth and Planetary Sciences
5561,European Journal of American Studies,Social Sciences
5564,European Journal of Anatomy,Engineering
5584,European Journal of Contemporary Education,Computer Science
5587,European Journal of Crime Criminal Law and Criminal Justice,Social Sciences
5596,European Journal of English Studies,Arts and Humanities
5557,European Journal for Philosophy of Religion,Arts and Humanities
5558,European Journal for Philosophy of Science,Arts and Humanities
5592,European Journal of Economics and Economic Policies-Intervention,"Economics, Econometrics and Finance"
5569,European Journal of Breast Health,"Biochemistry, Genetics and Molecular Biology"
5583,European Journal of Computational Mechanics,Engineering
5556,European Integration Studies,Social Sciences
5559,European Journal for Research on the Education and Learning of Adults,Social Sciences
5593,European Journal of Education and Psychology,Social Sciences
5565,European Journal of Applied Linguistics,Arts and Humanities
5582,European Journal of Comparative Law and Governance,Social Sciences
5599,European Journal of Environmental Sciences,Agricultural and Biological Sciences
5588,European Journal of Cultural Management and Policy,Social Sciences
5563,European Journal of Analytic Philosophy,Psychology
5581,European Journal of Comparative Economics,"Economics, Econometrics and Finance"
5615,EUROPEAN JOURNAL OF IMMUNOLOGY,Immunology and Microbiology
5636,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,Chemistry
5641,EUROPEAN JOURNAL OF NEUROLOGY,Medicine
5622,European Journal of Internal Medicine,Medicine
5609,EUROPEAN JOURNAL OF HEART FAILURE,Medicine
5600,EUROPEAN JOURNAL OF EPIDEMIOLOGY,Medicine
5631,EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,Engineering
5618,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Social Sciences
5623,European Journal of International Management,"Business, Management and Accounting"
5605,EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,Medicine
5619,European Journal of Innovation Management,"Business, Management and Accounting"
5629,EUROPEAN JOURNAL OF MASS SPECTROMETRY,Chemistry
5607,EUROPEAN JOURNAL OF HEALTH LAW,Social Sciences
5626,European Journal of Law and Economics,"Economics, Econometrics and Finance"
5617,European Journal of Inflammation,Medicine
5611,EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,Agricultural and Biological Sciences
5630,European Journal of Mathematics,Mathematics
5639,EUROPEAN JOURNAL OF MIGRATION AND LAW,Social Sciences
5638,European Journal of Midwifery,Medicine
5637,European Journal of Mental Health,Social Sciences
5604,European Journal of Geriatrics and Gerontology,Medicine
5624,European Journal of Jewish Studies,Arts and Humanities
5608,European Journal of Health Psychology,Engineering
5625,European Journal of Korean Studies,Social Sciences
5614,European Journal of Human Movement,Medicine
5627,European Journal of Legal Studies,Social Sciences
5633,European Journal of Media Art and Photography,Arts and Humanities
5648,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,"Business, Management and Accounting"
5643,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,Medicine
5660,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,"Pharmacology, Toxicology and Pharmaceutics"
5672,European Journal of Preventive Cardiology,Medicine
5649,EUROPEAN JOURNAL OF OPHTHALMOLOGY,Medicine
5661,EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,"Pharmacology, Toxicology and Pharmaceutics"
5666,EUROPEAN JOURNAL OF PHYSICS,Physics and Astronomy
5653,European Journal of Orthopaedic Surgery and Traumatology,Medicine
5657,EUROPEAN JOURNAL OF PEDIATRIC SURGERY,Medicine
5669,EUROPEAN JOURNAL OF PLASTIC SURGERY,Medicine
5679,European Journal of Pure and Applied Mathematics,Decision Sciences
5685,European Journal of Social Work,Social Sciences
5663,EUROPEAN JOURNAL OF PHILOSOPHY,Arts and Humanities
5689,European Journal of Sustainable Development,Environmental Science
5691,European Journal of the History of Economic Thought,"Economics, Econometrics and Finance"
5690,European Journal of Taxonomy,"Biochemistry, Genetics and Molecular Biology"
5677,European Journal of Psychotherapy & Counselling,Psychology
5684,European Journal of Social Security,Social Sciences
5670,European Journal of Political Theory,Social Sciences
5671,European Journal of Pragmatism and American Philosophy,Arts and Humanities
5682,European Journal of Rheumatology,Medicine
5667,European Journal of Physiotherapy,Medicine
5646,European Journal of Obstetrics & Gynecology and Reproductive Biology-X,Medicine
5673,European Journal of Probation,Social Sciences
5658,European Journal of Pediatric Surgery Reports,Medicine
5674,European Journal of Prosthodontics and Restorative Dentistry,Dentistry
5676,European Journal of Psychology Applied to Legal Context,Social Sciences
5683,European Journal of Science and Theology,Arts and Humanities
5720,EUROPEAN PSYCHIATRY,Medicine
5706,EUROPEAN NEUROPSYCHOPHARMACOLOGY,Medicine
5724,EUROPEAN RESPIRATORY JOURNAL,Medicine
5718,EUROPEAN POLYMER JOURNAL,Chemistry
5722,EUROPEAN RADIOLOGY,Medicine
5709,EUROPEAN PHYSICAL JOURNAL B,Physics and Astronomy
5696,EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,Medicine
5711,EUROPEAN PHYSICAL JOURNAL D,Physics and Astronomy
5703,European Legacy-Toward New Paradigms,Arts and Humanities
5715,EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,Engineering
5719,European Poultry Science,Agricultural and Biological Sciences
5704,European Management Journal,"Business, Management and Accounting"
5726,European Review,"Economics, Econometrics and Finance"
5725,European Respiratory Review,Medicine
5721,European Public Law,Social Sciences
5698,EUROPEAN JOURNAL OF WOMENS STUDIES,Social Sciences
5701,European Law Journal,Social Sciences
5717,European Political Science,Social Sciences
5692,European Journal of Therapeutics,Medicine
5702,European Law Review,Social Sciences
5700,European Labour Law Journal,Social Sciences
5707,European Oral Research,Dentistry
5713,European Physical Journal H,Physics and Astronomy
5723,European Research on Management and Business Economics,"Business, Management and Accounting"
5693,European Journal of Tourism Hospitality and Recreation,Social Sciences
5694,European Journal of Transformation Studies,Social Sciences
5745,EUROPEAN UROLOGY,Medicine
5751,Eurosurveillance,Medicine
5740,European Surgery-Acta Chirurgica Austriaca,Medicine
5754,EVALUATION AND PROGRAM PLANNING,Decision Sciences
5739,European Stroke Journal,Medicine
5765,EVOLUTION PSYCHIATRIQUE,Psychology
5757,Evidence-Based Mental Health,Medicine
5734,European Review of Private Law,Social Sciences
5746,European Urology Focus,Medicine
5732,European Review of History-Revue Europeenne d Histoire,Social Sciences
5767,EVOLUTIONARY ANTHROPOLOGY,Psychology
5756,Evidence Based Library and Information Practice,Social Sciences
5736,European Romantic Review,Arts and Humanities
5747,European Urology Oncology,Medicine
5755,EVENT MANAGEMENT,Social Sciences
5772,EVOLUTIONARY COMPUTATION,Computer Science
5730,EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,"Economics, Econometrics and Finance"
5762,Evolution Equations and Control Theory,Engineering
5743,European Transport Research Review,Social Sciences
5731,European Review of Economic History,"Economics, Econometrics and Finance"
5733,European Review of International Studies,Social Sciences
5766,Evolutionary and Institutional Economics Review,"Economics, Econometrics and Finance"
5769,Evolutionary Behavioral Sciences,Psychology
5774,Evolutionary Psychological Science,Psychology
5735,European Review of Social Psychology,Social Sciences
5737,European Spatial Research and Policy,Social Sciences
5752,Euskera,Social Sciences
5750,Europolity-Continuity and Change in European Governance,Social Sciences
5744,European Transport-Trasporti Europei,Social Sciences
5810,EXPERIMENTAL NEUROLOGY,Neuroscience
5811,EXPERIMENTAL PARASITOLOGY,Medicine
5823,EXPERT OPINION ON INVESTIGATIONAL DRUGS,Medicine
5814,EXPERIMENTAL TECHNIQUES,Engineering
5826,EXPERT OPINION ON THERAPEUTIC PATENTS,"Business, Management and Accounting"
5792,EXPERIMENTAL AND MOLECULAR MEDICINE,"Biochemistry, Genetics and Molecular Biology"
5842,Expert Review of Vaccines,Immunology and Microbiology
5827,EXPERT OPINION ON THERAPEUTIC TARGETS,Medicine
5791,Experimental and Clinical Transplantation,Medicine
5818,Expert Opinion on Drug Delivery,"Pharmacology, Toxicology and Pharmaceutics"
5819,Expert Opinion on Drug Discovery,Computer Science
5806,EXPERIMENTAL LUNG RESEARCH,Medicine
5786,EXPERIMENTAL AGING RESEARCH,Neuroscience
5779,Exchange-Journal of Contemporary Christianities in Context,Arts and Humanities
5807,EXPERIMENTAL MATHEMATICS,Mathematics
5783,EXERCISE AND SPORT SCIENCES REVIEWS,Medicine
5837,Expert Review of Ophthalmology,Medicine
5775,Evolutionary Psychology,Psychology
5813,EXPERIMENTAL PSYCHOLOGY,Neuroscience
5781,Exemplaria-Medieval Early Modern Theory,Arts and Humanities
5782,Exercer-La Revue Francophone de Medecine Generale,Health Professions
5805,Experimental Hematology & Oncology,Medicine
5824,Expert Opinion on Orphan Drugs,Medicine
5778,Exceptionality,Social Sciences
5785,Experiment-A Journal of Russian Culture,Social Sciences
5777,Ewha Medical Journal,Medicine
5839,Expert Review of Precision Medicine and Drug Development,"Biochemistry, Genetics and Molecular Biology"
5845,EXPERT SYSTEMS WITH APPLICATIONS,Decision Sciences
5852,EXPOSITORY TIMES,Arts and Humanities
5846,EXPLICATOR,Arts and Humanities
5848,Exploration Geophysics,Earth and Planetary Sciences
5868,FACIAL PLASTIC SURGERY,Medicine
5877,Families In Society-The Journal of Contemporary Social Services,Social Sciences
5880,FAMILY & COMMUNITY HEALTH,Health Professions
5879,Families Systems & Health,Health Professions
5856,EXTRAPOLATION,Arts and Humanities
5875,Faith and Philosophy,Arts and Humanities
5865,FABULA,Arts and Humanities
5857,Extreme Mechanics Letters,Engineering
5864,Fabrications-The Journal of the Society of Architectural Historians Australia and New Zealand,Arts and Humanities
5872,Facta Universitatis-Series Electronics and Energetics,Engineering
5851,EXPOSITIONES MATHEMATICAE,Mathematics
5843,EXPERT REVIEWS IN MOLECULAR MEDICINE,"Biochemistry, Genetics and Molecular Biology"
5858,Extremes,"Economics, Econometrics and Finance"
5853,Exposure and Health,Environmental Science
5849,Explorations in Renaissance Culture,"Economics, Econometrics and Finance"
5855,Expressions maghrebines,Social Sciences
5878,Families Relationships and Societies,Social Sciences
5847,Exploration,Engineering
5873,Facta Universitatis-Series Mathematics and Informatics,Mathematics
5874,Facta Universitatis-Series Mechanical Engineering,Engineering
5863,Ezhegodnik Finno-Ugorskikh Issledovanii-Yearbook of Finno-Ugric Studies,Social Sciences
5867,Fachsprache-Journal of Professional and Scientific Communication,Arts and Humanities
5895,FASEB JOURNAL,Medicine
5903,FEBS Journal,Materials Science
5911,FEMINIST REVIEW,Social Sciences
5883,Family Court Review,Social Sciences
5884,Family Journal,Psychology
5916,FEMS MICROBIOLOGY REVIEWS,"Biochemistry, Genetics and Molecular Biology"
5912,FEMINIST STUDIES,Social Sciences
5906,Female Pelvic Medicine and Reconstructive Surgery,Medicine
5899,Fashion Theory-The Journal of Dress Body & Culture,Arts and Humanities
5891,FARMACIA HOSPITALARIA,Medicine
5881,Family & Consumer Sciences Research Journal,Arts and Humanities
5886,Family Medicine and Primary Care Review,Medicine
5890,FARMACIA,Agricultural and Biological Sciences
5913,Feminist Theology,Social Sciences
5882,Family Business Review,"Business, Management and Accounting"
5889,Farmaceuticos Comunitarios,Medicine
5902,FDMP-Fluid Dynamics & Materials Processing,Engineering
5907,Feminismo-s,Social Sciences
5898,Fashion Style & Popular Culture,Arts and Humanities
5894,Fascism,Social Sciences
5900,Fat Studies-An Interdisciplinary Journal of Body Weight and Society,Health Professions
5892,Farmeconomia-Health Economics and Therapeutic Pathways,"Economics, Econometrics and Finance"
5910,Feminist Media Histories,"Economics, Econometrics and Finance"
5897,Fashion Practice-The Journal of Design Creative Process & the Fashion Industry,Arts and Humanities
5909,Feminist German Studies,Social Sciences
5893,Farming System,Agricultural and Biological Sciences
5908,Feminist Africa,Social Sciences
5922,FERTILITY AND STERILITY,Medicine
5920,FERROELECTRICS,Materials Science
5949,Filtration + Separation,Engineering
5936,FILM QUARTERLY,"Economics, Econometrics and Finance"
5952,Finance Research Letters,"Business, Management and Accounting"
5931,FIELD CROPS RESEARCH,Agricultural and Biological Sciences
5929,FIBRE CHEMISTRY,Materials Science
5939,Filomat,Mathematics
5928,FIBONACCI QUARTERLY,Physics and Astronomy
5930,FIBRES & TEXTILES IN EASTERN EUROPE,Materials Science
5923,Fetal and Pediatric Pathology,Medicine
5938,Filologicheskie Nauki-Nauchnye Doklady Vysshei Shkoly-Philological Sciences-Scientific Essays of Higher Education,Social Sciences
5937,Film-Philosophy,"Economics, Econometrics and Finance"
5921,FERROELECTRICS LETTERS SECTION,Materials Science
5935,Film History,"Economics, Econometrics and Finance"
5951,FINANCE AND STOCHASTICS,"Economics, Econometrics and Finance"
