Journal name,Year,JIF,Rank," 9,483.00 ",,,,,,
CURRENT TREATMENT OPTIONS IN ONCOLOGY,2022,4.3,2336, 24.63 ,,,,,,
Disease Models & Mechanisms,2022,4.3,2337, 24.64 ,,,,,,
DISPLAYS,2022,4.3,2338, 24.65 ,,,,,,
Environmental Chemistry,2022,4.3,2339, 24.67 ,,,,,,
Environmental Toxicology and Pharmacology,2022,4.3,2340, 24.68 ,,,,,,
European Transport Research Review,2022,4.3,2341, 24.69 ,,,,,,
Expert Opinion on Drug Metabolism & Toxicology,2022,4.3,2342, 24.70 ,,,,,,
Expert Review of Neurotherapeutics,2022,4.3,2343, 24.71 ,,,,,,
FOOD AND CHEMICAL TOXICOLOGY,2022,4.3,2344, 24.72 ,,,,,,
Frontiers in Neuroscience,2022,4.3,2345, 24.73 ,,,,,,
GLYCOBIOLOGY,2022,4.3,2346, 24.74 ,,,,,,
Green Processing and Synthesis,2022,4.3,2347, 24.75 ,,,,,,
HUMAN AND ECOLOGICAL RISK ASSESSMENT,2022,4.3,2348, 24.76 ,,,,,,
Human Cell,2022,4.3,2349, 24.77 ,,,,,,
IEEE SENSORS JOURNAL,2022,4.3,2350, 24.78 ,,,,,,
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,2022,4.3,2351, 24.79 ,,,,,,
IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,2022,4.3,2352, 24.80 ,,,,,,
INDIAN JOURNAL OF PEDIATRICS,2022,4.3,2353, 24.81 ,,,,,,
International Journal of Fuzzy Systems,2022,4.3,2354, 24.82 ,,,,,,
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2022,4.3,2355, 24.83 ,,,,,,
Internet Interventions-The Application of Information Technology in Mental and Behavioural Health,2022,4.3,2356, 24.84 ,,,,,,
Journal of Civil Engineering and Management,2022,4.3,2357, 24.86 ,,,,,,
Journal of Clinical Sleep Medicine,2022,4.3,2358, 24.87 ,,,,,,
Journal of Diabetes Research,2022,4.3,2359, 24.88 ,,,,,,
JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2022,4.3,2360, 24.89 ,,,,,,
JOURNAL OF MEMORY AND LANGUAGE,2022,4.3,2361, 24.90 ,,,,,,
JOURNAL OF PERIODONTOLOGY,2022,4.3,2362, 24.91 ,,,,,,
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,2022,4.3,2363, 24.92 ,,,,,,
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,2022,4.3,2364, 24.93 ,,,,,,
JOURNAL OF PLANT PHYSIOLOGY,2022,4.3,2365, 24.94 ,,,,,,
JOURNAL OF PSYCHIATRY & NEUROSCIENCE,2022,4.3,2366, 24.95 ,,,,,,
JOURNAL OF VASCULAR SURGERY,2022,4.3,2367, 24.96 ,,,,,,
JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,2022,4.3,2368, 24.97 ,,,,,,
MATHEMATICAL BIOSCIENCES,2022,4.3,2369, 24.98 ,,,,,,
MOLECULAR AND CELLULAR BIOCHEMISTRY,2022,4.3,2370, 24.99 ,,,,,,
NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS,2022,4.3,2371, 25.00 ,,,,,,
NURSING OUTLOOK,2022,4.3,2372, 25.01 ,,,,,,
Obesity Research & Clinical Practice,2022,4.3,2373, 25.02 ,,,,,,
PANMINERVA MEDICA,2022,4.3,2374, 25.03 ,,,,,,
Pervasive and Mobile Computing,2022,4.3,2375, 25.04 ,,,,,,
PHARMACOPSYCHIATRY,2022,4.3,2376, 25.06 ,,,,,,
Pigment Cell & Melanoma Research,2022,4.3,2377, 25.07 ,,,,,,
PLANTA,2022,4.3,2378, 25.08 ,,,,,,
PLoS Computational Biology,2022,4.3,2379, 25.09 ,,,,,,
Regenerative Therapy,2022,4.3,2380, 25.10 ,,,,,,
RESPIRATORY MEDICINE,2022,4.3,2381, 25.11 ,,,,,,
REVIEWS IN ANALYTICAL CHEMISTRY,2022,4.3,2382, 25.12 ,,,,,,
ROBOTICS AND AUTONOMOUS SYSTEMS,2022,4.3,2383, 25.13 ,,,,,,
SCIENTIA HORTICULTURAE,2022,4.3,2384, 25.14 ,,,,,,
Stem Cells International,2022,4.3,2385, 25.15 ,,,,,,
Therapeutic Advances in Respiratory Disease,2022,4.3,2386, 25.16 ,,,,,,
Transboundary and Emerging Diseases,2022,4.3,2387, 25.17 ,,,,,,
TRANSPORTATION,2022,4.3,2388, 25.18 ,,,,,,
WATER RESOURCES MANAGEMENT,2022,4.3,2389, 25.19 ,,,,,,
WORLD JOURNAL OF GASTROENTEROLOGY,2022,4.3,2390, 25.20 ,,,,,,
Worldviews on Evidence-Based Nursing,2022,4.3,2391, 25.21 ,,,,,,
ACS Medicinal Chemistry Letters,2022,4.2,2392, 25.22 ,,,,,,
Advances in Nonlinear Analysis,2022,4.2,2393, 25.23 ,,,,,,
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,2022,4.2,2394, 25.25 ,,,,,,
AMERICAN JOURNAL OF NEPHROLOGY,2022,4.2,2395, 25.26 ,,,,,,
AMERICAN JOURNAL OF OPHTHALMOLOGY,2022,4.2,2396, 25.27 ,,,,,,
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,2022,4.2,2397, 25.28 ,,,,,,
AMERICAN JOURNAL OF THERAPEUTICS,2022,4.2,2398, 25.29 ,,,,,,
ANALYST,2022,4.2,2399, 25.30 ,,,,,,
ANNALS OF BOTANY,2022,4.2,2400, 25.31 ,,,,,,
ASAIO JOURNAL,2022,4.2,2401, 25.32 ,,,,,,
ASTROBIOLOGY,2022,4.2,2402, 25.33 ,,,,,,
BIOLOGICAL CONTROL,2022,4.2,2403, 25.34 ,,,,,,
Biology-Basel,2022,4.2,2404, 25.35 ,,,,,,
BMC MICROBIOLOGY,2022,4.2,2405, 25.36 ,,,,,,
Bulletin of Engineering Geology and the Environment,2022,4.2,2406, 25.37 ,,,,,,
CALCIFIED TISSUE INTERNATIONAL,2022,4.2,2407, 25.38 ,,,,,,
Canadian Journal of Anesthesia-Journal canadien d anesthesie,2022,4.2,2408, 25.39 ,,,,,,
CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,2022,4.2,2409, 25.40 ,,,,,,
CARIES RESEARCH,2022,4.2,2410, 25.41 ,,,,,,
Chemosensors,2022,4.2,2411, 25.42 ,,,,,,
Chinese Journal of Mechanical Engineering,2022,4.2,2412, 25.43 ,,,,,,
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,2022,4.2,2413, 25.45 ,,,,,,
Current Diabetes Reports,2022,4.2,2414, 25.46 ,,,,,,
CURRENT PROBLEMS IN CARDIOLOGY,2022,4.2,2415, 25.47 ,,,,,,
DRUG AND ALCOHOL DEPENDENCE,2022,4.2,2416, 25.48 ,,,,,,
DRUG SAFETY,2022,4.2,2417, 25.49 ,,,,,,
Endocrine Practice,2022,4.2,2418, 25.50 ,,,,,,
ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,2022,4.2,2419, 25.51 ,,,,,,
EPIDEMIOLOGY AND INFECTION,2022,4.2,2420, 25.52 ,,,,,,
EUROPEAN JOURNAL OF MEDICAL RESEARCH,2022,4.2,2421, 25.53 ,,,,,,
EUROPEAN JOURNAL OF SOIL BIOLOGY,2022,4.2,2422, 25.54 ,,,,,,
EUROPEAN JOURNAL OF SOIL SCIENCE,2022,4.2,2423, 25.55 ,,,,,,
Eye and Vision,2022,4.2,2424, 25.56 ,,,,,,
FEMS MICROBIOLOGY ECOLOGY,2022,4.2,2425, 25.57 ,,,,,,
Frontiers of Computer Science,2022,4.2,2426, 25.58 ,,,,,,
Future Medicinal Chemistry,2022,4.2,2427, 25.59 ,,,,,,
Geomatics Natural Hazards & Risk,2022,4.2,2428, 25.60 ,,,,,,
Geothermal Energy,2022,4.2,2429, 25.61 ,,,,,,
Gut Pathogens,2022,4.2,2430, 25.62 ,,,,,,
HEALTH PSYCHOLOGY,2022,4.2,2431, 25.64 ,,,,,,
HEPATOLOGY RESEARCH,2022,4.2,2432, 25.65 ,,,,,,
HUMAN GENE THERAPY,2022,4.2,2433, 25.66 ,,,,,,
IEEE Antennas and Wireless Propagation Letters,2022,4.2,2434, 25.67 ,,,,,,
IEEE Transactions on Control of Network Systems,2022,4.2,2435, 25.68 ,,,,,,
INDIAN JOURNAL OF MEDICAL RESEARCH,2022,4.2,2436, 25.69 ,,,,,,
INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2022,4.2,2437, 25.70 ,,,,,,
INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,2022,4.2,2438, 25.71 ,,,,,,
INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW,2022,4.2,2439, 25.72 ,,,,,,
International Journal of Precision Engineering and Manufacturing-Green Technology,2022,4.2,2440, 25.73 ,,,,,,
International Journal of Systems Science-Operations & Logistics,2022,4.2,2441, 25.74 ,,,,,,
JOINT BONE SPINE,2022,4.2,2442, 25.75 ,,,,,,
JOURNAL OF CLINICAL NURSING,2022,4.2,2443, 25.76 ,,,,,,
JOURNAL OF ENDODONTICS,2022,4.2,2444, 25.77 ,,,,,,
JOURNAL OF HEALTH POLITICS POLICY AND LAW,2022,4.2,2445, 25.78 ,,,,,,
JOURNAL OF INHERITED METABOLIC DISEASE,2022,4.2,2446, 25.79 ,,,,,,
JOURNAL OF NEUROSCIENCE RESEARCH,2022,4.2,2447, 25.80 ,,,,,,
JOURNAL OF NEUROTRAUMA,2022,4.2,2448, 25.81 ,,,,,,
JOURNAL OF NUTRITION,2022,4.2,2449, 25.83 ,,,,,,
JOURNAL OF PROCESS CONTROL,2022,4.2,2450, 25.84 ,,,,,,
MARINE AND PETROLEUM GEOLOGY,2022,4.2,2451, 25.85 ,,,,,,
Membranes,2022,4.2,2452, 25.86 ,,,,,,
NDT & E INTERNATIONAL,2022,4.2,2453, 25.87 ,,,,,,
NEUROBIOLOGY OF AGING,2022,4.2,2454, 25.88 ,,,,,,
NEUROCHEMISTRY INTERNATIONAL,2022,4.2,2455, 25.89 ,,,,,,
NeuroImage-Clinical,2022,4.2,2456, 25.90 ,,,,,,
NEUROREHABILITATION AND NEURAL REPAIR,2022,4.2,2457, 25.91 ,,,,,,
Nonlinear Analysis-Hybrid Systems,2022,4.2,2458, 25.92 ,,,,,,
npj Science of Learning,2022,4.2,2459, 25.93 ,,,,,,
NURSING ETHICS,2022,4.2,2460, 25.94 ,,,,,,
ONCOLOGY REPORTS,2022,4.2,2461, 25.95 ,,,,,,
Open Forum Infectious Diseases,2022,4.2,2462, 25.96 ,,,,,,
Peer-to-Peer Networking and Applications,2022,4.2,2463, 25.97 ,,,,,,
Plant Genome,2022,4.2,2464, 25.98 ,,,,,,
PLANT GROWTH REGULATION,2022,4.2,2465, 25.99 ,,,,,,
POSTGRADUATE MEDICINE,2022,4.2,2466, 26.00 ,,,,,,
Regional Environmental Change,2022,4.2,2467, 26.01 ,,,,,,
SEMINARS IN LIVER DISEASE,2022,4.2,2468, 26.03 ,,,,,,
Seminars in Orthodontics,2022,4.2,2469, 26.04 ,,,,,,
SIMULATION MODELLING PRACTICE AND THEORY,2022,4.2,2470, 26.05 ,,,,,,
Social Cognitive and Affective Neuroscience,2022,4.2,2471, 26.06 ,,,,,,
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,2022,4.2,2472, 26.07 ,,,,,,
TECTONICS,2022,4.2,2473, 26.08 ,,,,,,
Therapeutic Advances in Gastroenterology,2022,4.2,2474, 26.09 ,,,,,,
Therapeutic Advances in Musculoskeletal Disease,2022,4.2,2475, 26.10 ,,,,,,
Therapeutic Advances in Psychopharmacology,2022,4.2,2476, 26.11 ,,,,,,
Toxins,2022,4.2,2477, 26.12 ,,,,,,
ULTRASONICS,2022,4.2,2478, 26.13 ,,,,,,
VIRTUAL REALITY,2022,4.2,2479, 26.14 ,,,,,,
VLDB JOURNAL,2022,4.2,2480, 26.15 ,,,,,,
World Journal of Diabetes,2022,4.2,2481, 26.16 ,,,,,,
ACM Transactions on Sensor Networks,2022,4.1,2482, 26.17 ,,,,,,
ACS Omega,2022,4.1,2483, 26.18 ,,,,,,
Advanced Biosystems,2022,4.1,2484, 26.19 ,,,,,,
Advances in Difference Equations,2022,4.1,2485, 26.20 ,,,,,,
AGRICULTURAL ECONOMICS,2022,4.1,2486, 26.22 ,,,,,,
Artificial Intelligence and Law,2022,4.1,2487, 26.23 ,,,,,,
BIOCHEMICAL JOURNAL,2022,4.1,2488, 26.24 ,,,,,,
BMC Geriatrics,2022,4.1,2489, 26.25 ,,,,,,
BMJ Open Diabetes Research & Care,2022,4.1,2490, 26.26 ,,,,,,
BMJ Open Respiratory Research,2022,4.1,2491, 26.27 ,,,,,,
BONE,2022,4.1,2492, 26.28 ,,,,,,
Borderline Personality Disorder and Emotion Dysregulation,2022,4.1,2493, 26.29 ,,,,,,
BRITISH JOURNAL OF OPHTHALMOLOGY,2022,4.1,2494, 26.30 ,,,,,,
CHEMICAL RESEARCH IN TOXICOLOGY,2022,4.1,2495, 26.31 ,,,,,,
Chemistry-An Asian Journal,2022,4.1,2496, 26.32 ,,,,,,
China Communications,2022,4.1,2497, 26.33 ,,,,,,
Chronic Respiratory Disease,2022,4.1,2498, 26.34 ,,,,,,
CIRP ANNALS-MANUFACTURING TECHNOLOGY,2022,4.1,2499, 26.35 ,,,,,,
CLINICAL AND EXPERIMENTAL DERMATOLOGY,2022,4.1,2500, 26.36 ,,,,,,
COLD REGIONS SCIENCE AND TECHNOLOGY,2022,4.1,2501, 26.37 ,,,,,,
COMPUTATIONAL MECHANICS,2022,4.1,2502, 26.38 ,,,,,,
Computers and Concrete,2022,4.1,2503, 26.39 ,,,,,,
CURRENT MEDICINAL CHEMISTRY,2022,4.1,2504, 26.41 ,,,,,,
Current Opinion in HIV and AIDS,2022,4.1,2505, 26.42 ,,,,,,
Current Research in Translational Medicine,2022,4.1,2506, 26.43 ,,,,,,
Current Reviews in Musculoskeletal Medicine,2022,4.1,2507, 26.44 ,,,,,,
DIAMOND AND RELATED MATERIALS,2022,4.1,2508, 26.45 ,,,,,,
DNA RESEARCH,2022,4.1,2509, 26.46 ,,,,,,
ECOLOGY AND SOCIETY,2022,4.1,2510, 26.47 ,,,,,,
EMPIRICAL SOFTWARE ENGINEERING,2022,4.1,2511, 26.48 ,,,,,,
Engineering Construction and Architectural Management,2022,4.1,2512, 26.49 ,,,,,,
ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,2022,4.1,2513, 26.50 ,,,,,,
European Heart Journal-Acute Cardiovascular Care,2022,4.1,2514, 26.51 ,,,,,,
EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,2022,4.1,2515, 26.52 ,,,,,,
EvoDevo,2022,4.1,2516, 26.53 ,,,,,,
Evolutionary Applications,2022,4.1,2517, 26.54 ,,,,,,
Forest Ecosystems,2022,4.1,2518, 26.55 ,,,,,,
GENETICS SELECTION EVOLUTION,2022,4.1,2519, 26.56 ,,,,,,
Geoderma Regional,2022,4.1,2520, 26.57 ,,,,,,
Hellenic Journal of Cardiology,2022,4.1,2521, 26.58 ,,,,,,
IEEE COMMUNICATIONS LETTERS,2022,4.1,2522, 26.59 ,,,,,,
IEEE JOURNAL OF OCEANIC ENGINEERING,2022,4.1,2523, 26.61 ,,,,,,
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,2022,4.1,2524, 26.62 ,,,,,,
INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,2022,4.1,2525, 26.63 ,,,,,,
INTERNATIONAL NURSING REVIEW,2022,4.1,2526, 26.64 ,,,,,,
JOURNAL OF BIOTECHNOLOGY,2022,4.1,2527, 26.65 ,,,,,,
Journal of Cell Communication and Signaling,2022,4.1,2528, 26.66 ,,,,,,
JOURNAL OF CHROMATOGRAPHY A,2022,4.1,2529, 26.67 ,,,,,,
JOURNAL OF COMPUTATIONAL PHYSICS,2022,4.1,2530, 26.68 ,,,,,,
Journal of Constructional Steel Research,2022,4.1,2531, 26.69 ,,,,,,
Journal of Eating Disorders,2022,4.1,2532, 26.70 ,,,,,,
Journal of Flood Risk Management,2022,4.1,2533, 26.71 ,,,,,,
JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,2022,4.1,2534, 26.72 ,,,,,,
Journal of Hepatocellular Carcinoma,2022,4.1,2535, 26.73 ,,,,,,
Journal of Immunology Research,2022,4.1,2536, 26.74 ,,,,,,
JOURNAL OF MEDICAL ETHICS,2022,4.1,2537, 26.75 ,,,,,,
Journal of Minimally Invasive Gynecology,2022,4.1,2538, 26.76 ,,,,,,
JOURNAL OF MOLECULAR DIAGNOSTICS,2022,4.1,2539, 26.77 ,,,,,,
JOURNAL OF NEUROSURGERY,2022,4.1,2540, 26.78 ,,,,,,
Journal of Pathology Clinical Research,2022,4.1,2541, 26.80 ,,,,,,
JOURNAL OF PSYCHOPHARMACOLOGY,2022,4.1,2542, 26.81 ,,,,,,
JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,2022,4.1,2543, 26.82 ,,,,,,
JOURNAL OF STRUCTURAL ENGINEERING,2022,4.1,2544, 26.83 ,,,,,,
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,2022,4.1,2545, 26.84 ,,,,,,
JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,2022,4.1,2546, 26.85 ,,,,,,
KONA Powder and Particle Journal,2022,4.1,2547, 26.86 ,,,,,,
MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,2022,4.1,2548, 26.87 ,,,,,,
MEDICINE & SCIENCE IN SPORTS & EXERCISE,2022,4.1,2549, 26.88 ,,,,,,
Metabolites,2022,4.1,2550, 26.89 ,,,,,,
Minerva Endocrinology,2022,4.1,2551, 26.90 ,,,,,,
MOLECULAR AND CELLULAR ENDOCRINOLOGY,2022,4.1,2552, 26.91 ,,,,,,
MOLECULAR PHYLOGENETICS AND EVOLUTION,2022,4.1,2553, 26.92 ,,,,,,
Movement Ecology,2022,4.1,2554, 26.93 ,,,,,,
Myrmecological News,2022,4.1,2555, 26.94 ,,,,,,
Nanoscale and Microscale Thermophysical Engineering,2022,4.1,2556, 26.95 ,,,,,,
NEUROENDOCRINOLOGY,2022,4.1,2557, 26.96 ,,,,,,
Neurosurgical Focus,2022,4.1,2558, 26.97 ,,,,,,
PARKINSONISM & RELATED DISORDERS,2022,4.1,2559, 26.99 ,,,,,,
Pediatric Critical Care Medicine,2022,4.1,2560, 27.00 ,,,,,,
PEST MANAGEMENT SCIENCE,2022,4.1,2561, 27.01 ,,,,,,
PFG-Journal of Photogrammetry Remote Sensing and Geoinformation Science,2022,4.1,2562, 27.02 ,,,,,,
PHARMACOTHERAPY,2022,4.1,2563, 27.03 ,,,,,,
PROGRESS IN OCEANOGRAPHY,2022,4.1,2564, 27.04 ,,,,,,
REVIEWS IN INORGANIC CHEMISTRY,2022,4.1,2565, 27.05 ,,,,,,
REVIEWS IN THE NEUROSCIENCES,2022,4.1,2566, 27.06 ,,,,,,
RNA Biology,2022,4.1,2567, 27.07 ,,,,,,
RSC Medicinal Chemistry,2022,4.1,2568, 27.08 ,,,,,,
SAUDI PHARMACEUTICAL JOURNAL,2022,4.1,2569, 27.09 ,,,,,,
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,2022,4.1,2570, 27.10 ,,,,,,
Sleep Health,2022,4.1,2571, 27.11 ,,,,,,
Smart Materials and Structures,2022,4.1,2572, 27.12 ,,,,,,
SOCIAL SCIENCE COMPUTER REVIEW,2022,4.1,2573, 27.13 ,,,,,,
SOFT COMPUTING,2022,4.1,2574, 27.14 ,,,,,,
STRESS AND HEALTH,2022,4.1,2575, 27.15 ,,,,,,
Structures,2022,4.1,2576, 27.16 ,,,,,,
Tissue Engineering Part A,2022,4.1,2577, 27.17 ,,,,,,
VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,2022,4.1,2578, 27.19 ,,,,,,
WIND ENERGY,2022,4.1,2579, 27.20 ,,,,,,
WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,2022,4.1,2580, 27.21 ,,,,,,
World Journal of Stem Cells,2022,4.1,2581, 27.22 ,,,,,,
ACS Chemical Biology,2022,4,2582, 27.23 ,,,,,,
ADVANCES IN HEALTH SCIENCES EDUCATION,2022,4,2583, 27.24 ,,,,,,
Aerosol and Air Quality Research,2022,4,2584, 27.25 ,,,,,,
AGING CLINICAL AND EXPERIMENTAL RESEARCH,2022,4,2585, 27.26 ,,,,,,
AMERICAN FAMILY PHYSICIAN,2022,4,2586, 27.27 ,,,,,,
APPLIED MATHEMATICS AND COMPUTATION,2022,4,2587, 27.28 ,,,,,,
APPLIED PHYSICS LETTERS,2022,4,2588, 27.29 ,,,,,,
AQUACULTURAL ENGINEERING,2022,4,2589, 27.30 ,,,,,,
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,2022,4,2590, 27.31 ,,,,,,
ARCHIVES OF GERONTOLOGY AND GERIATRICS,2022,4,2591, 27.32 ,,,,,,
Batteries-Basel,2022,4,2592, 27.33 ,,,,,,
BIOESSAYS,2022,4,2593, 27.34 ,,,,,,
BIOGEOCHEMISTRY,2022,4,2594, 27.35 ,,,,,,
Biomass Conversion and Biorefinery,2022,4,2595, 27.36 ,,,,,,
Biomedical Materials,2022,4,2596, 27.38 ,,,,,,
BIOSCIENCE REPORTS,2022,4,2597, 27.39 ,,,,,,
BMC Medical Research Methodology,2022,4,2598, 27.40 ,,,,,,
BOTANICAL REVIEW,2022,4,2599, 27.41 ,,,,,,
Breast Cancer,2022,4,2600, 27.42 ,,,,,,
Briefings in Functional Genomics,2022,4,2601, 27.43 ,,,,,,
BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,2022,4,2602, 27.44 ,,,,,,
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,2022,4,2603, 27.45 ,,,,,,
Cancer Medicine,2022,4,2604, 27.46 ,,,,,,
CELL CALCIUM,2022,4,2605, 27.47 ,,,,,,
CELLULAR AND MOLECULAR NEUROBIOLOGY,2022,4,2606, 27.48 ,,,,,,
ChemElectroChem,2022,4,2607, 27.49 ,,,,,,
CLINICAL & EXPERIMENTAL METASTASIS,2022,4,2608, 27.50 ,,,,,,
CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,2022,4,2609, 27.51 ,,,,,,
Current Bioinformatics,2022,4,2610, 27.52 ,,,,,,
CURRENT OPINION IN GENETICS & DEVELOPMENT,2022,4,2611, 27.53 ,,,,,,
CURRENT OPINION IN PHARMACOLOGY,2022,4,2612, 27.54 ,,,,,,
DALTON TRANSACTIONS,2022,4,2613, 27.55 ,,,,,,
DM DISEASE-A-MONTH,2022,4,2614, 27.57 ,,,,,,
EJNMMI Physics,2022,4,2615, 27.58 ,,,,,,
Engineering Failure Analysis,2022,4,2616, 27.59 ,,,,,,
European Journal of Remote Sensing,2022,4,2617, 27.60 ,,,,,,
Forest Policy and Economics,2022,4,2618, 27.61 ,,,,,,
Frontiers in Physiology,2022,4,2619, 27.62 ,,,,,,
Geoscience Letters,2022,4,2620, 27.63 ,,,,,,
Global Ecology and Conservation,2022,4,2621, 27.64 ,,,,,,
Global Health-Science and Practice,2022,4,2622, 27.65 ,,,,,,
Heliyon,2022,4,2623, 27.66 ,,,,,,
IMMUNOLOGY AND CELL BIOLOGY,2022,4,2624, 27.67 ,,,,,,
Insect Science,2022,4,2625, 27.68 ,,,,,,
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,2022,4,2626, 27.69 ,,,,,,
INTERNATIONAL JOURNAL FOR PARASITOLOGY,2022,4,2627, 27.70 ,,,,,,
International Journal for Parasitology-Drugs and Drug Resistance,2022,4,2628, 27.71 ,,,,,,
INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,2022,4,2629, 27.72 ,,,,,,
International Journal of Bipolar Disorders,2022,4,2630, 27.73 ,,,,,,
International Journal of Disaster Risk Science,2022,4,2631, 27.74 ,,,,,,
INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,2022,4,2632, 27.75 ,,,,,,
International Journal of Lean Six Sigma,2022,4,2633, 27.77 ,,,,,,
International Journal of Rail Transportation,2022,4,2634, 27.78 ,,,,,,
INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,2022,4,2635, 27.79 ,,,,,,
JCO Oncology Practice,2022,4,2636, 27.80 ,,,,,,
JMIR Serious Games,2022,4,2637, 27.81 ,,,,,,
JOURNAL OF ALZHEIMERS DISEASE,2022,4,2638, 27.82 ,,,,,,
JOURNAL OF APPLIED MICROBIOLOGY,2022,4,2639, 27.83 ,,,,,,
Journal of Bionic Engineering,2022,4,2640, 27.84 ,,,,,,
JOURNAL OF CELL SCIENCE,2022,4,2641, 27.85 ,,,,,,
JOURNAL OF CELLULAR BIOCHEMISTRY,2022,4,2642, 27.86 ,,,,,,
Journal of Cloud Computing-Advances Systems and Applications,2022,4,2643, 27.87 ,,,,,,
JOURNAL OF ENDOCRINOLOGY,2022,4,2644, 27.88 ,,,,,,
JOURNAL OF FOOD BIOCHEMISTRY,2022,4,2645, 27.89 ,,,,,,
Journal of Inorganic and Organometallic Polymers and Materials,2022,4,2646, 27.90 ,,,,,,
JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME,2022,4,2647, 27.91 ,,,,,,
JOURNAL OF MEDICAL GENETICS,2022,4,2648, 27.92 ,,,,,,
Journal of Neural Engineering,2022,4,2649, 27.93 ,,,,,,
Journal of Ovarian Research,2022,4,2650, 27.94 ,,,,,,
JOURNAL OF PAIN,2022,4,2651, 27.96 ,,,,,,
JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,2022,4,2652, 27.97 ,,,,,,
Journal of Prosthodontics-Implant Esthetic and Reconstructive Dentistry,2022,4,2653, 27.98 ,,,,,,
JOURNAL OF SCIENCE AND MEDICINE IN SPORT,2022,4,2654, 27.99 ,,,,,,
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,2022,4,2655, 28.00 ,,,,,,
Mitigation and Adaptation Strategies for Global Change,2022,4,2656, 28.01 ,,,,,,
Molecular Diagnosis & Therapy,2022,4,2657, 28.02 ,,,,,,
MOLECULAR HUMAN REPRODUCTION,2022,4,2658, 28.03 ,,,,,,
Movement Disorders Clinical Practice,2022,4,2659, 28.04 ,,,,,,
Multiple Sclerosis and Related Disorders,2022,4,2660, 28.05 ,,,,,,
npj Systems Biology and Applications,2022,4,2661, 28.06 ,,,,,,
Nucleic Acid Therapeutics,2022,4,2662, 28.07 ,,,,,,
OncoTargets and Therapy,2022,4,2663, 28.08 ,,,,,,
OSTEOPOROSIS INTERNATIONAL,2022,4,2664, 28.09 ,,,,,,
Pain and Therapy,2022,4,2665, 28.10 ,,,,,,
PHYSICA D-NONLINEAR PHENOMENA,2022,4,2666, 28.11 ,,,,,,
PLANT FOODS FOR HUMAN NUTRITION,2022,4,2667, 28.12 ,,,,,,
Quality Assurance and Safety of Crops & Foods,2022,4,2668, 28.13 ,,,,,,
Quaternary Science Reviews,2022,4,2669, 28.15 ,,,,,,
REPRODUCTIVE BIOMEDICINE ONLINE,2022,4,2670, 28.16 ,,,,,,
RHEUMATOLOGY INTERNATIONAL,2022,4,2671, 28.17 ,,,,,,
SEMINARS IN ONCOLOGY,2022,4,2672, 28.18 ,,,,,,
